orbit	term_id	term_label	pValue	fdr	fold_enrichment	expected	number_in_list	number_in_reference	plus_minus
0	GO:0006979	response to oxidative stress	4.044398008440865e-269	2.8909356964335305e-265	95.73539598245208	1.2534548874900515	120	122	+
0	GO:0006950	response to stress	6.115848120075022e-107	2.1858041181148128e-103	9.461657594972223	12.894146588524709	122	1255	+
0	GO:0050896	response to stimulus	1.3614170277109206e-70	3.24380297135922e-67	4.711417263914063	26.106794009116562	123	2541	+
0	GO:0034599	cellular response to oxidative stress	3.0920880808664456e-63	5.525561400508339e-60	91.60563380281691	0.34932349323493234	32	34	+
0	GO:0000302	response to reactive oxygen species	8.563542207059446e-62	1.2242439939212182e-58	97.33098591549295	0.3082266116778815	30	30	+
0	GO:0062197	cellular response to chemical stress	1.3911920703110416e-61	1.657373486430554e-58	82.3569880823402	0.40069459518124595	33	39	+
0	GO:0008340	determination of adult lifespan	5.469415634628224e-43	5.5850547080460775e-40	22.866918377736297	1.705520584617611	39	166	+
0	GO:0042221	response to chemical	2.832649951277102e-42	2.5309727314660905e-39	7.78169014084507	8.352941176470589	65	813	+
0	GO:0070887	cellular response to chemical stimulus	5.758804306427535e-40	4.57377035359378e-37	15.675027694255421	2.743216843933145	43	267	+
0	GO:1901700	response to oxygen-containing compound	1.0623590294138257e-38	7.593742342250025e-36	14.68502594514455	2.9281528109398742	43	285	+
0	GO:0033554	cellular response to stress	5.26886497948081e-32	3.4238042612117115e-29	8.494340588988477	5.650821214094494	48	550	+
0	GO:0051716	cellular response to stimulus	1.1805261093039598e-29	7.032000524420586e-27	4.456428684916399	15.483250126618914	69	1507	+
0	GO:0034614	cellular response to reactive oxygen species	7.581675991873421e-29	4.168755383839325e-26	97.33098591549296	0.14383908544967802	14	14	+
0	GO:0042542	response to hydrogen peroxide	8.620355294878545e-25	4.401307117699417e-22	97.33098591549296	0.1232906446711526	12	12	+
0	GO:0072593	reactive oxygen species metabolic process	5.729505215758166e-23	2.730300218815958e-20	59.244947948560934	0.23630706895304246	14	23	+
0	GO:1901701	cellular response to oxygen-containing compound	2.4136739522342767e-22	1.078308838160663e-19	17.220097508125676	1.3356486506041532	23	130	+
