orbit	term_id	term_label	pValue	fdr	fold_enrichment	expected	number_in_list	number_in_reference	plus_minus
0	GO:0005737	cytoplasm	3.1569080601506495e-23	4.0660975814740365e-20	2.1522822438315394	50.17929238115911	108	4884	+
0	GO:0005739	mitochondrion	5.274187803697343e-21	3.3965769455810893e-18	4.569529855187462	10.942044714564794	50	1065	+
0	GO:0005829	cytosol	3.5508392791299007e-14	1.143370247879828e-11	3.689441704377892	11.38383619130309	42	1108	+
0	GO:0005622	intracellular anatomical structure	3.0670275906672837e-14	1.3167771789264872e-11	1.6151606609353089	71.20034729759062	115	6930	+
0	GO:0005740	mitochondrial envelope	5.566710309755257e-14	1.4339845757929541e-11	5.945557963163597	4.54120541205412	27	442	+
0	GO:0110165	cellular anatomical structure	1.8993489775082446e-11	3.49480211861517e-09	1.3282011930988393	99.38253382533824	132	9673	+
0	GO:0031967	organelle envelope	2.3123636755961824e-11	3.7229055177098535e-09	4.6023408401371455	5.866579842269011	27	571	+
0	GO:0031966	mitochondrial membrane	1.746115837682279e-11	3.748328664891292e-09	5.5965316901408455	4.109688155705086	23	400	+
0	GO:0005743	mitochondrial inner membrane	3.7600117129844707e-11	5.3809945403599985e-09	6.403354336545589	3.1233629983358657	20	304	+
0	GO:0019866	organelle inner membrane	6.00202659121599e-11	7.730610249486194e-09	6.23916576381365	3.2055567614499676	20	312	+
0	GO:0043231	intracellular membrane-bounded organelle	1.377188702818347e-09	1.6125627720273008e-07	1.6716437179619594	53.24101005715939	89	5182	+
0	GO:0043227	membrane-bounded organelle	3.729065432213743e-09	4.002530230576084e-07	1.6270038507418958	55.31640257579046	90	5384	+
0	GO:0043229	intracellular organelle	8.195949177607016e-07	8.120294262121413e-05	1.4891624112908497	59.76514000434122	89	5817	+
0	GO:0043226	organelle	9.048673460338948e-07	8.324779583511833e-05	1.4769497104020175	60.93640112871717	90	5931	+
0	GO:0005777	peroxisome	6.817007862598317e-06	0.0005487691329391645	8.027297807463338	0.9965993777584834	8	97	+
0	GO:0042579	microbody	6.817007862598317e-06	0.0005853537418017754	8.027297807463338	0.9965993777584834	8	97	+
0	GO:0008074	guanylate cyclase complex, soluble	1.0460078114078778e-05	0.0007925047418196157	58.39859154929578	0.05137110194631358	3	5	+
0	GO:0098803	respiratory chain complex	2.7075331088828182e-05	0.0019373903579117055	6.655110148067895	1.2020837855437376	8	117	+
0	GO:0000407	phagophore assembly site	5.5801959206852174e-05	0.0037827854451802944	18.53923541247485	0.21575862817451705	4	21	+
0	GO:0031090	organelle membrane	8.076707222732883e-05	0.005201399451439976	2.302057377376844	10.85985095145069	25	1057	+
0	GO:0043626	PCNA complex	0.00010482381149726463	0.005870133443846819	97.33098591549296	0.020548440778525433	2	2	+
0	GO:0044796	DNA polymerase processivity factor complex	0.00010482381149726463	0.006136957691294401	97.33098591549296	0.020548440778525433	2	2	+
0	GO:0150005	enzyme activator complex	0.00010482381149726463	0.00642919377183223	97.33098591549296	0.020548440778525433	2	2	+
0	NA	UNCLASSIFIED	0.00019450780019728301	0.01002104186616402	0.3677493170610565	24.47319296722379	9	2382	-
0	GO:0005575	cellular_component	0.00019450780019722268	0.01043858527725095	1.1316567118419936	117.5268070327762	133	11439	+
0	GO:1990204	oxidoreductase complex	0.0002884348177402763	0.014288617124979839	5.494491140390732	1.2740033282685768	7	124	+
1	GO:0005737	cytoplasm	1.4950407115734413e-23	1.9256124365065924e-20	2.2156210121326403	45.585413501193834	101	4884	+
1	GO:0005739	mitochondrion	2.1373108779824095e-21	1.3764282054206717e-18	4.8288241074353095	9.940308226611679	48	1065	+
1	GO:0005622	intracellular anatomical structure	2.0888173654550216e-15	8.967989222353559e-13	1.6697070371488976	64.68200564358585	108	6930	+
1	GO:0005829	cytosol	4.592961440388317e-15	1.478933583805038e-12	3.964549576022164	10.341654004775343	41	1108	+
1	GO:0005740	mitochondrial envelope	3.863020392470045e-14	9.951140531002837e-12	6.302325581395349	4.125461254612546	26	442	+
1	GO:0031967	organelle envelope	1.3717250961054461e-11	2.9446365396396906e-09	4.878507717997801	5.3294985891035385	26	571	+
1	GO:0031966	mitochondrial membrane	1.689775780512662e-11	3.109187436143298e-09	5.892674418604652	3.733449099196874	22	400	+
1	GO:0005743	mitochondrial inner membrane	5.294499662502265e-11	8.524144456628646e-09	6.696220930232558	2.8374213153896246	19	304	+
1	GO:0043231	intracellular membrane-bounded organelle	8.497210107195586e-11	1.0944406618067913e-08	1.7574026370351754	48.36683308009551	85	5182	+
1	GO:0019866	organelle inner membrane	8.277856891407274e-11	1.1846532973480633e-08	6.524522957662493	2.912090297373562	19	312	+
1	GO:0110165	cellular anatomical structure	1.923572486679438e-10	2.2523285116755605e-08	1.3291372052151877	90.28413284132841	120	9673	+
1	GO:0043227	membrane-bounded organelle	2.3498112073754595e-10	2.5221306959163268e-08	1.711367013372957	50.252224875189924	86	5384	+
1	GO:0043226	organelle	5.2203681162972676e-08	5.172180102916062e-06	1.5535322879784186	55.357716518341654	86	5931	+
1	GO:0043229	intracellular organelle	7.188798879685237e-08	6.613694969310418e-06	1.5655596467451056	54.29368352507054	85	5817	+
1	GO:0098803	respiratory chain complex	1.3477325769298822e-05	0.001157253039390459	7.325780162989465	1.0920338615150857	8	117	+
1	GO:0005777	peroxisome	3.353791542461785e-05	0.0025409902980533996	7.731719012227284	0.905361406555242	7	97	+
1	GO:0031090	organelle membrane	3.833997642945455e-05	0.002599046823217761	2.4326857494884604	9.86563924462774	24	1057	+
1	GO:0042579	microbody	3.353791542461785e-05	0.002699802191681737	7.731719012227284	0.905361406555242	7	97	+
1	GO:0000407	phagophore assembly site	3.8330664260161206e-05	0.002742771975949313	20.40753045404208	0.1960060777078359	4	21	+
1	GO:0043626	PCNA complex	8.644744657928415e-05	0.0050611050542780905	107.13953488372091	0.018667245495984374	2	2	+
1	GO:0044796	DNA polymerase processivity factor complex	8.644744657928415e-05	0.0053021100568627615	107.13953488372091	0.018667245495984374	2	2	+
1	GO:0150005	enzyme activator complex	8.644744657928415e-05	0.005567215559705899	107.13953488372091	0.018667245495984374	2	2	+
1	NA	UNCLASSIFIED	0.0003721807303820491	0.01997369919716997	0.35983051178411735	22.232689385717386	8	2382	-
1	GO:0005575	cellular_component	0.0003721807303819821	0.020842120901391	1.1333056841446134	106.76731061428261	121	11439	+
1	GO:0031974	membrane-enclosed lumen	0.0005090809201142214	0.024285045374337674	2.1634849010760155	10.630996309963098	23	1139	+
1	GO:0043233	organelle lumen	0.0005090809201142214	0.02521908558104297	2.1634849010760155	10.630996309963098	23	1139	+
1	GO:0070013	intracellular organelle lumen	0.0005067180037837242	0.02610611155493747	2.1653860301630767	10.621662687215107	23	1138	+
1	GO:0005758	mitochondrial intermembrane space	0.0008025800998231348	0.036918684591864204	9.523514211886305	0.4200130236596484	4	45	+
1	GO:0008074	guanylate cyclase complex, soluble	0.0008486934053986492	0.03769369331563656	42.85581395348837	0.04666811373996093	2	5	+
1	GO:0031970	organelle envelope lumen	0.0009470744600034509	0.03934941627369177	9.11825828797625	0.43868026915563274	4	47	+
1	GO:0005759	mitochondrial matrix	0.0009404832620447636	0.04037808138378852	3.5845941039163134	2.510744519209898	9	269	+
1	GO:1990204	oxidoreductase complex	0.0010698239928707495	0.04306041571304767	5.18417104276069	1.157369220751031	6	124	+
1	GO:0030964	NADH dehydrogenase complex	0.0012893372097428453	0.047447609318536706	8.4031007751938	0.47601476014760147	4	51	+
1	GO:0045271	respiratory chain complex I	0.0012893372097428453	0.04884312723967014	8.4031007751938	0.47601476014760147	4	51	+
1	GO:0005942	phosphatidylinositol 3-kinase complex	0.001265257198749805	0.04938337187847723	35.713178294573645	0.05600173648795311	2	6	+
2	GO:0005737	cytoplasm	3.503455258389462e-19	4.512450372805628e-16	2.3153339289702926	31.09702626438029	72	4884	+
2	GO:0005829	cytosol	1.3213389911864392e-15	8.509423103240668e-13	4.8194330489005575	7.05477172418783	34	1108	+
2	GO:0005739	mitochondrion	3.0789953665204704e-15	1.3219153440261218e-12	4.8665492957746475	6.780985456913394	33	1065	+
2	GO:0005622	intracellular anatomical structure	2.0885257057552552e-13	6.725052772531921e-11	1.7450757575757574	44.12415888864771	77	6930	+
2	GO:0043231	intracellular membrane-bounded organelle	5.271431603935339e-10	1.3579207811737433e-07	1.8791051191186274	32.99442876781709	62	5182	+
2	GO:0043227	membrane-bounded organelle	7.525688006825562e-10	1.6155143587985537e-07	1.8377748041334596	34.28058751175747	63	5384	+
2	GO:0110165	cellular anatomical structure	2.7419401921200374e-08	5.0451699535008685e-06	1.3476393992650584	61.58917589175891	83	9673	+
2	GO:0043226	organelle	5.798055226922866e-08	9.334868915345814e-06	1.6682818319768242	37.76340351638811	63	5931	+
2	GO:0043229	intracellular organelle	9.387570834312207e-08	1.3434656927326804e-05	1.6739767452763843	37.037551551986105	62	5817	+
