orbit	term_id	term_label	pValue	fdr	fold_enrichment	expected	number_in_list	number_in_reference	plus_minus
1	GO:0005622	intracellular anatomical structure	1.7815019953649426e-16	2.013097254762385e-13	2.506429253895357	20.746645818622014	52	6743	+
1	GO:0005737	cytoplasm	2.1349892704135684e-14	1.2062689377836661e-11	2.937924094604328	14.636184807828103	43	4757	+
1	GO:0043226	organelle	6.938562011615073e-12	2.613525024375011e-09	2.4479153220601524	17.97447795823666	44	5842	+
1	GO:0005739	mitochondrion	1.1772032288059195e-10	3.3255991213767224e-08	7.074620599903445	2.402955714718047	17	781	+
1	GO:0043227	membrane-bounded organelle	1.5386811691650653e-10	3.477419442313048e-08	2.487687665079395	16.079188943811157	40	5226	+
1	GO:0043229	intracellular organelle	5.150280777206145e-10	9.69969546373824e-08	2.3386577976741916	17.53142338343589	41	5698	+
1	GO:0043231	intracellular membrane-bounded organelle	1.2097242656189618e-09	1.952840600213467e-07	2.4553922367434735	15.476142439221224	38	5030	+
1	GO:0110165	cellular anatomical structure	4.6926770803275745e-09	6.628406375962699e-07	1.520973924453133	38.133461111671544	58	12394	+
1	GO:0005575	cellular_component	9.741867884012615e-09	1.1008310708934255e-06	1.5021874906105772	38.61036013315847	58	12549	+
1	GO:0098803	respiratory chain complex	2.223991474746576e-07	2.28464578769421e-05	23.215456674473067	0.2584485019671139	6	84	+
1	GO:0098800	inner mitochondrial membrane protein complex	2.0931174618509713e-06	0.0001971018943242998	43.335519125683064	0.09230303641682638	4	30	+
1	GO:0005829	cytosol	2.5454947480241964e-06	0.00022126223578979552	5.775735586217855	1.9045193180671847	11	619	+
1	GO:0098796	membrane protein complex	3.0635649749836034e-06	0.0002472734586951051	6.410579752319979	1.559921315444366	10	507	+
1	GO:0035632	mitochondrial prohibitin complex	9.311781732090196e-06	0.0007014875571507948	325.0163934426229	0.006153535761121759	2	2	+
1	GO:0005743	mitochondrial inner membrane	1.8907674020388975e-05	0.0013353544776899713	10.833879781420766	0.5538182185009582	6	180	+
1	GO:0019866	organelle inner membrane	2.884166237210296e-05	0.0019171222635574322	10.052053405441947	0.5968929688288106	6	194	+
1	GO:0031966	mitochondrial membrane	7.994731097626436e-05	0.005018914522398819	8.369520861183425	0.7168869161706849	6	233	+
1	GO:0005740	mitochondrial envelope	0.00012027381725740149	0.007153127026361247	7.769316177911306	0.7722687380207808	6	251	+
1	GO:0061617	MICOS complex	0.00013857182387258524	0.007829308048801066	108.33879781420764	0.01846060728336528	2	6	+
